# The groups of orthologs are given as matrix with group per row
# and one genome per tab-separated column. Numbers refer to
# entry number as listed in the file "Map-SeqNum-id.map.
# Alternatively, use the OrthologousGroup.txt representation.
Aphidoletes_aphidimyza_AA	Bibio_marci_AA	Bradysia_corophila_AA	Contarinia_nasturtii_AA	Dilophus_febrilis_AA	Drosophila_melanogaster_AA	Plecia_longiforceps_AA	Pseudolycoriella_hygida_AA	Resseliella_maxima_AA	Sitodiplosis_mosellana_AA
2695	8410	19275	24475	6115	20553	10721	9025	2150	24555
715	0	1843	14144	0	0	0	0	12887	20073
0	0	19048	0	0	8116	0	0	0	0
0	0	0	0	0	28524	0	0	0	26994
5149	0	12688	9586	0	0	7370	2659	8863	8427
2603	12575	26078	14052	11659	9939	0	3558	10795	24290
9745	9091	23426	24336	8650	20971	0	0	9941	20542
8987	0	10228	18992	0	0	0	0	10302	11974
0	0	19165	14982	0	0	0	0	0	14942
3343	6021	22100	24638	5376	21450	0	6029	13860	23744
0	14796	0	0	12950	0	0	0	0	0
12004	0	16066	7098	0	18064	0	14396	14392	4895
12005	14236	0	7097	0	24767	1070	0	0	4894
0	14238	0	7096	0	24768	0	0	0	4892
2491	0	7829	8606	0	25969	0	0	0	24372
15912	0	0	9205	0	0	0	0	2271	9951
9314	8171	20966	1651	6824	4476	0	10286	14762	30526
0	0	17787	0	0	30131	0	0	0	1513
0	0	0	5775	0	0	0	0	10974	10799
2078	6039	19587	11179	5498	14929	11053	11297	3499	26376
2498	17482	13541	24301	0	20198	11185	0	2168	16237
13707	7884	0	0	0	0	0	0	0	0
0	4574	0	0	3067	0	0	0	0	8765
0	5096	0	0	1785	18831	0	0	0	0
10705	5689	26820	14933	6036	27760	0	0	0	30564
9119	0	19374	0	0	0	0	0	0	0
0	18744	8505	17059	0	26150	0	0	0	21915
3128	6536	27577	5992	0	0	0	0	0	0
0	0	21799	16963	7756	5861	0	0	0	28668
6835	0	17160	11948	0	0	0	16240	0	3803
0	3935	0	1555	3065	0	0	0	0	0
0	0	13616	0	0	0	0	0	0	581
2944	0	0	13719	0	20846	9984	0	0	24100
8736	2532	2671	0	0	0	0	0	0	30843
8735	0	0	0	0	0	0	0	0	30842
2367	17150	26975	22093	15446	19403	5610	1856	13197	24992
0	0	9327	0	16834	20145	0	0	0	0
0	0	9571	10762	0	0	0	4575	0	0
7109	0	15540	0	0	23757	0	0	0	9172
0	13720	1115	0	13383	11453	0	16030	0	0
4403	0	0	0	0	0	0	0	1790	31920
0	0	1842	14145	0	0	0	0	0	20075
0	0	23024	0	0	0	0	14114	0	0
0	0	0	9484	0	0	0	0	14544	0
3486	12427	0	10293	9882	23662	0	0	9095	4673
8618	5208	208	4222	5412	1745	10459	4712	7685	15722
0	0	2302	4376	0	0	0	0	0	29334
0	11446	0	0	10699	0	0	0	0	0
0	0	16132	0	0	0	0	16985	0	0
0	0	25732	0	0	0	0	3197	0	0
0	0	0	1142	0	25077	0	0	0	1328
603	3047	5300	418	2444	3757	6763	6839	13449	18553
2516	0	0	0	0	0	0	0	0	16235
0	0	7830	8596	0	29655	0	0	0	24375
0	0	7836	8588	0	19900	0	0	0	24374
0	0	11206	23681	0	28555	0	0	0	26060
0	0	0	11218	0	16458	0	0	0	0
14158	2806	3803	12469	4143	2922	0	5957	7054	9592
0	0	0	17210	8384	25898	0	0	14334	21418
6799	4848	1845	7250	4326	11271	0	6800	6405	11285
0	0	2398	0	0	3893	0	0	0	1907
0	18004	21389	8651	17318	26538	0	0	0	22366
0	0	18699	0	0	0	0	8437	0	0
10373	1283	4150	17074	1934	20425	5830	8234	231	30728
0	1884	0	0	0	29841	0	0	0	0
4833	19735	5382	22395	18059	22464	0	0	5383	0
4831	0	5383	22394	0	28321	0	7759	0	0
0	0	2392	0	0	0	0	0	0	1892
14731	1356	1744	15905	4056	10942	8092	0	11392	10403
16123	1899	4522	11574	678	27124	8277	5494	11978	1941
0	19651	0	0	18152	0	0	0	9650	0
0	0	0	0	0	1124	0	0	0	23259
0	8646	26892	0	0	20347	0	0	0	26292
13568	0	0	0	1109	0	0	0	0	10689
0	13658	0	6852	0	25033	0	0	0	0
0	17213	0	0	15117	0	0	0	0	19396
15824	15966	434	20181	14740	977	807	17511	2558	9880
9402	0	7568	4430	0	0	0	4116	1047	0
0	0	13576	6586	0	0	2025	13879	0	0
0	0	17790	0	0	7922	0	0	0	1521
0	17869	0	0	16406	22243	0	0	0	0
3751	0	0	4887	0	0	0	0	0	25664
14152	640	0	20350	0	0	0	0	11283	9871
0	0	7616	0	0	0	0	4117	0	0
16246	16193	7014	6931	12429	7117	0	0	1465	647
0	0	20037	0	0	0	0	9469	0	0
16879	1284	2823	12944	1351	4987	8153	7031	0	8856
14244	1051	20877	8964	0	0	0	7758	2237	1990
0	13208	0	0	10689	0	0	0	0	0
6829	0	13925	885	0	0	0	0	10922	3801
0	0	1853	0	0	27303	0	6907	0	9055
0	4325	5730	8936	2666	28445	0	0	0	9671
10184	0	0	4304	0	0	0	0	3133	29972
8209	0	5389	4515	1001	496	8335	0	0	15625
0	12897	0	5508	0	17014	0	0	0	3397
0	0	17792	0	0	0	0	0	0	1512
2958	7074	10678	15060	7104	12572	11782	12006	5662	16806
0	0	28127	0	0	0	0	15131	0	0
12199	15378	510	1040	13323	14694	0	0	0	1494
16088	1554	8724	11114	3139	16760	8173	877	9731	1781
6648	14998	28309	0	14225	7259	1163	7	13607	10093
0	6809	0	0	0	1766	0	0	0	0
0	0	0	12031	0	29973	0	0	0	9008
0	0	0	0	0	28523	0	0	0	26993
7030	11168	13222	21040	10580	8673	4903	2937	8407	15329
0	0	1497	0	0	0	0	15965	0	0
0	0	2675	0	0	0	0	4470	0	0
0	0	24163	0	12519	0	0	0	0	7893
4068	0	0	0	0	28357	0	0	0	0
0	19166	0	24175	0	0	0	0	0	18392
0	19169	0	24174	0	0	0	0	0	18391
0	0	0	24173	0	0	0	0	0	18390
0	0	0	24172	0	0	0	0	0	18389
14650	10870	10009	8917	11036	0	3186	604	2624	9395
16910	16053	18499	10953	13836	11612	2132	0	12206	1699
14308	1566	3719	12965	1789	11066	2026	0	362	3514
3207	17894	9731	6092	17415	20148	4263	14490	8499	25395
9546	0	0	15425	0	0	11582	0	3068	27470
16623	16312	16099	8297	14135	18729	2806	0	13508	4056
0	0	0	23274	0	0	0	0	0	12792
0	0	0	3963	0	28485	0	0	0	29667
0	2734	0	0	3145	0	0	0	0	0
9829	1354	23275	3219	590	14688	7630	13486	7441	30294
0	13809	1156	15961	12699	15030	725	15423	11366	0
0	14957	18135	6926	14503	5202	0	0	0	811
0	6884	0	0	5420	0	0	0	0	0
2332	7500	26830	13548	7397	15225	10181	11720	965	24604
1358	7515	20064	4735	6030	27469	0	0	7505	12269
12120	5757	18138	2658	5283	7800	850	14631	12851	7934
0	7412	18139	2657	0	7799	853	0	0	7933
4851	0	25262	19430	0	0	0	649	12976	7119
7042	11462	0	19785	0	0	0	0	4811	14748
0	0	4231	0	0	0	0	5393	0	0
4995	11188	17406	0	0	0	0	3833	0	0
0	0	0	0	0	0	8297	7627	0	0
14444	4728	5020	8808	0	0	0	0	5243	9646
595	0	1893	0	0	9571	0	0	0	0
6071	11858	25307	5465	8937	15434	0	2575	4048	27275
3864	1355	3048	21183	0	23739	8233	5346	1534	29114
0	0	21513	0	0	20480	0	2188	0	0
14502	4443	2374	22767	4406	0	6183	8023	3320	31255
0	0	515	0	10869	0	0	1184	0	0
2843	0	0	212	0	0	0	0	681	25266
0	0	24987	2271	0	8880	0	0	0	29160
0	0	0	12153	0	0	0	0	464	2379
0	0	0	13735	0	0	0	0	7882	30766
0	0	2397	0	0	13774	0	0	0	1906
0	0	18517	0	17435	0	0	0	0	11564
0	0	2391	0	0	0	0	0	0	1890
0	0	673	0	0	0	0	0	0	18119
13504	15645	28115	2659	12995	14407	0	0	2454	7979
0	0	0	0	10542	15856	0	0	0	0
13524	516	27992	11233	3518	9180	6399	0	878	3466
3123	0	0	5991	0	0	0	0	0	0
0	0	0	24604	4821	12087	0	0	0	26211
12503	862	20267	1222	0	23137	7796	0	9357	5225
0	0	1215	0	0	0	0	15454	0	0
0	0	16719	22963	0	0	0	0	0	0
0	0	16718	22962	0	0	0	0	0	0
14133	18223	9552	0	17604	19481	0	0	0	0
0	18410	7801	0	17233	12729	0	15549	0	0
13540	0	0	8254	0	0	0	0	9360	17820
0	0	0	16187	16561	5805	0	0	3412	17478
0	0	16387	0	0	0	0	11702	0	0
0	17206	905	0	15544	17182	9181	0	0	0
0	17670	0	5777	0	21789	0	0	0	0
0	0	0	16052	0	0	0	0	0	10947
0	0	0	16051	0	0	0	0	0	10946
0	0	2396	0	0	26639	0	0	0	1905
0	13404	23634	11263	13111	14378	0	0	3292	10002
0	0	0	0	0	29959	0	0	0	30550
8102	5452	10479	24737	0	14244	10831	12142	7067	21249
0	5455	10480	24729	0	11880	0	0	0	21247
0	0	0	24719	0	0	0	0	0	21246
0	0	0	24710	0	0	0	0	0	21245
103	18017	0	8659	0	26540	0	0	0	22369
0	0	0	0	7447	24340	0	0	0	0
357	19568	257	13685	17849	10709	467	0	6021	22444
4437	0	0	0	12083	18594	0	0	0	0
2011	17720	19869	19253	12162	20396	11284	9203	3513	24202
0	1387	2605	0	0	0	6348	0	0	0
8688	5815	11145	3862	4980	12596	0	8669	0	29518
2717	0	0	13830	0	0	0	0	10693	24547
0	0	6943	0	0	0	0	9590	0	0
2984	6058	10927	13539	6687	15090	10268	8432	10648	17096
0	0	0	17211	8388	25899	0	0	0	21412
0	0	3692	0	0	0	0	0	0	26267
0	0	0	21626	0	15382	0	0	0	18948
13840	0	0	5237	11864	0	0	0	0	31273
0	0	0	3919	0	23703	0	0	0	27247
13896	0	0	12065	0	0	0	0	0	0
0	0	0	0	0	19442	0	0	6082	0
660	0	27799	391	0	13181	0	0	3828	17847
0	8528	20342	21804	7377	25951	0	9566	11140	23099
8469	5940	15340	24538	8164	5635	11065	11504	9949	21019
8795	6973	0	17212	0	25902	0	0	0	21410
0	0	26784	0	0	0	0	9597	0	0
0	0	0	16341	0	0	0	0	0	17732
0	0	17953	0	0	0	0	12101	0	0
8898	0	0	15033	9279	23205	0	0	13118	17458
10758	0	0	0	0	0	0	0	0	30774
13601	0	4646	13024	0	0	0	6346	6577	1741
0	0	0	17817	3603	0	0	0	0	0
0	0	14437	0	10851	0	0	0	0	19081
0	0	12411	0	0	0	0	0	0	30821
0	19116	19525	0	16894	11964	0	9144	0	0
16513	0	0	0	0	25107	0	0	0	0
10032	4559	6802	3593	869	23108	6089	5049	11684	28145
0	4719	4376	0	200	23074	6303	0	0	0
10381	6118	11957	16992	5281	19393	0	0	6070	30464
3471	0	0	0	0	0	0	0	8424	14978
0	16362	286	0	17228	5416	0	0	0	0
0	0	51	0	16537	0	0	13969	0	0
0	0	20572	22446	0	0	0	1027	0	0
0	0	0	0	0	9978	0	0	0	29884
0	2644	4000	0	1792	10349	0	0	0	0
10721	9592	23438	2274	8274	21530	0	0	0	29165
0	0	0	1225	0	28729	0	0	0	5224
0	0	0	1224	0	30522	0	0	0	5223
0	0	0	1223	0	0	0	0	0	5222
11809	0	0	6636	2710	0	0	0	7208	31381
0	0	9264	2927	0	0	0	0	0	21142
0	0	0	2920	0	0	0	0	0	21141
0	0	0	2914	0	0	0	0	0	21140
0	0	0	2906	0	0	0	0	0	21139
0	19374	22745	0	3867	16069	5617	11139	0	0
11276	0	0	3343	0	0	0	0	6934	21039
0	0	14677	0	0	20796	0	0	0	0
0	0	0	0	0	0	0	0	5970	5286
0	0	16274	0	0	0	0	11756	0	0
16482	0	0	10679	0	0	0	0	12078	2716
0	0	19230	0	15286	0	0	108	0	0
0	0	25136	0	0	0	0	9607	0	0
10684	3980	21649	4596	423	22984	6242	0	7470	30246
0	0	0	2136	0	0	0	0	1601	28304
6691	0	2083	4785	0	27087	0	0	0	18218
14213	0	0	1167	0	0	0	0	13624	392
795	17653	9491	20414	17337	0	4639	0	4654	19229
6802	4338	20831	6932	4495	17088	5714	8512	6407	11284
0	0	9271	0	0	0	0	1102	0	0
0	6656	0	0	0	12099	9029	9380	0	0
0	10815	0	0	0	0	0	4650	0	0
7045	0	0	22710	0	0	0	0	4804	8442
0	0	17726	13371	0	0	0	0	0	18955
6742	0	0	4065	0	14519	0	0	6658	6901
9814	2919	20629	17065	2163	0	8616	2044	7321	28095
0	0	0	0	6488	14081	0	0	0	18279
12385	15454	17732	8053	14792	7286	0	239	13283	5792
0	0	0	16137	0	0	0	0	7698	11017
12070	10925	16644	21294	10451	319	3236	3295	13514	3943
2555	18716	9003	14372	17528	5584	4429	14957	10784	24258
6904	0	0	18004	0	0	0	0	0	0
14995	0	0	17701	0	0	0	0	14028	6224
10412	7249	20455	4300	5809	15701	0	0	349	30181
0	0	16321	0	0	0	0	8586	0	0
0	3347	0	0	457	0	0	0	0	0
0	0	5710	0	0	24081	0	0	0	29970
0	0	0	3217	0	12775	0	0	0	20351
0	0	17532	24495	0	0	0	0	0	0
0	2134	5982	0	3528	1968	0	6643	0	0
0	0	22530	0	0	0	0	0	0	18187
0	0	2395	0	0	0	0	0	0	1904
13522	531	27993	11231	3529	15638	0	0	0	3469
13523	526	27994	11230	0	0	0	0	0	3468
4277	12243	25689	19612	10770	16463	0	3179	1761	10217
1312	18640	12056	23909	17253	0	9092	13637	818	11792
16601	15157	13926	18602	12651	18728	1382	0	14065	14844
0	0	0	0	0	0	0	0	13706	32288
0	0	25672	0	0	0	0	3187	0	0
14730	1346	1743	15904	4042	10943	0	0	0	10405
0	1364	1745	15903	0	17506	0	0	0	10404
0	15012	0	0	15052	0	0	0	0	0
0	0	2125	0	0	2781	0	0	0	0
14679	4540	4353	8977	1081	11103	7020	5425	2608	8590
0	0	19267	0	0	0	0	9071	0	0
0	0	0	0	0	28389	0	0	0	24128
0	0	0	0	0	28388	0	0	0	24024
0	0	0	4668	7665	0	0	0	0	0
0	5300	21314	1612	0	0	0	0	14260	30085
1318	18636	27338	11458	16915	20204	0	17052	4134	0
2458	0	0	16269	0	0	0	0	13185	25587
0	15372	0	1038	0	7274	0	0	0	1492
0	10568	13424	0	9238	2820	3292	0	0	0
12618	3673	20089	8349	4403	2832	0	9421	0	5553
12617	3680	20090	8347	0	2833	0	0	0	5552
0	0	19810	0	0	0	0	9171	0	0
0	0	17299	14478	0	0	0	0	0	0
0	0	0	15728	0	0	0	0	5414	27747
0	12266	0	0	5801	0	0	0	0	0
0	795	3999	0	0	0	0	3085	0	0
0	0	19731	0	0	15764	0	12073	0	0
0	0	0	0	0	26146	0	0	0	16950
9135	0	0	6121	0	0	0	0	1657	9281
9330	7811	11938	4239	6843	11831	10922	8791	7457	30306
0	1487	4448	0	0	17115	0	0	0	0
0	0	25267	11423	0	0	0	1652	9806	29479
0	0	0	16037	0	0	0	0	0	10942
2493	18817	7885	18764	0	0	0	13705	3555	24382
16091	0	0	8576	0	0	0	0	6530	0
10559	6755	15938	14782	7372	9382	8983	9896	6109	27283
15161	9711	1961	0	10525	0	7289	6916	6888	10363
0	17688	0	0	0	19989	0	0	0	0
15015	741	5946	11600	973	4657	5983	0	9595	6262
8076	5954	20620	16787	5440	15368	10476	9609	13094	17641
3353	18681	7899	14401	15983	15627	4667	13690	5712	17035
11067	0	0	0	185	0	0	0	0	0
0	12829	0	0	0	10391	0	0	0	24524
0	0	385	0	9808	0	0	0	0	14470
0	0	308	0	0	0	0	0	0	14469
0	0	231	0	0	0	0	0	0	14467
0	0	17061	0	3692	0	0	0	0	29275
0	0	0	0	0	0	0	0	2093	1015
4118	0	5823	0	0	0	0	1504	0	0
11436	0	0	1382	0	0	0	0	13144	27731
0	18818	7480	11695	0	0	0	0	0	10558
0	0	7475	11693	0	0	0	0	0	10557
0	0	7476	11692	0	0	0	0	0	10556
0	12865	0	0	11724	14284	0	0	0	0
10679	8079	20949	0	0	25722	0	0	0	26766
0	0	20601	0	0	0	0	10196	0	0
4121	0	26291	20093	0	6523	0	2131	5108	9331
2588	2227	1002	14114	4436	14658	6732	1183	13944	25948
0	14166	17959	12521	14865	0	0	0	12113	0
16641	16299	14914	8404	13750	5038	0	17627	13506	4120
8787	9038	13420	4420	5053	0	0	0	3128	27292
481	19560	17865	13514	17975	13518	0	12222	3792	19747
0	0	0	4881	0	0	0	0	0	10904
0	0	0	0	0	28986	0	0	0	29900
0	0	0	0	0	13676	0	0	0	29899
0	0	0	0	0	13675	0	0	0	29898
0	0	0	0	0	13674	0	0	0	29897
0	0	0	0	0	9981	0	0	0	29896
16932	13763	18134	7696	12219	11620	897	14633	0	816
6985	13062	14357	5139	9246	0	0	0	12985	11710
1629	0	25075	5888	0	0	0	0	5762	23311
4770	14154	23524	2530	0	18386	2385	16035	78	6504
145	18907	9305	7418	15227	22374	1156	374	4595	19441
13602	0	4647	13025	0	4977	0	0	6578	1742
0	4311	0	0	2917	0	7736	0	0	0
5275	10748	16727	21960	10147	0	0	3791	5230	7198
193	935	4152	17296	673	6264	6873	8258	4576	17957
5470	19062	26106	12817	17044	23936	0	0	0	10324
2746	16500	647	13620	0	0	0	0	0	0
9746	0	23425	24344	8646	12524	0	0	0	20536
11674	0	4005	7214	0	0	0	0	6790	5892
0	0	7270	0	14158	0	0	0	0	0
3787	0	3379	5335	0	0	0	0	0	0
0	0	27766	14102	0	0	0	0	0	8674
4155	11350	14576	19646	11560	6738	4149	3007	13254	544
5469	19064	0	12815	0	2163	0	0	0	10334
12476	0	0	6855	0	0	0	0	13645	5473
1418	7323	20800	168	8102	8352	0	0	5701	26225
0	0	20801	167	0	30268	0	0	0	26224
0	0	20802	166	0	30269	0	0	0	26223
0	0	0	165	0	3343	0	0	0	26222
0	0	0	164	0	24673	0	0	0	26221
0	0	0	163	0	0	0	0	0	26219
3135	0	14934	72	0	0	0	0	5869	16510
0	0	2759	0	0	28639	0	0	0	28511
9090	18258	9403	0	0	9963	0	0	0	0
2125	8912	25497	15007	0	30304	0	0	3489	26351
0	17118	0	0	16007	0	0	0	0	0
0	0	23301	0	0	0	0	14073	0	0
0	0	5187	0	0	0	0	5742	0	0
0	8483	0	0	0	12620	0	0	0	0
12403	18592	879	7267	16024	14725	1656	14418	10206	4179
15546	0	0	0	0	2945	0	0	0	0
14245	9593	23379	8963	1712	14813	1049	12423	2234	1659
16770	15210	18211	2798	15070	0	0	0	2433	8037
0	0	18212	2797	15072	0	0	0	0	8036
0	0	18214	2795	0	0	0	0	0	8035
0	8520	20343	21810	7373	8208	0	0	0	23100
0	0	13867	0	0	0	9860	9559	0	20962
0	13615	20925	0	0	25431	0	0	0	0
13505	15643	28116	2660	0	25302	0	0	0	7978
0	0	350	0	0	0	0	17468	0	0
0	1854	23578	0	16611	12146	1148	14598	0	0
3841	0	12655	20091	0	0	0	0	4941	21109
5120	0	19278	10180	0	0	0	9042	4367	7454
8369	17616	0	0	0	0	4325	0	814	15045
16252	0	25846	11747	0	11532	0	4196	14568	2750
4727	12577	0	12818	12071	9998	0	0	12995	4859
7379	10276	24514	10203	9701	20928	2975	4515	8448	29326
0	0	22325	0	0	0	0	6017	0	0
13436	0	2262	10890	709	6932	0	0	897	3830
4069	0	0	0	0	28356	0	0	0	0
8297	7108	11651	0	4855	12337	0	10105	8982	21197
0	3864	0	0	1644	28558	0	0	0	0
0	8663	0	0	5695	0	0	0	0	0
0	0	25826	0	0	21071	0	4646	0	0
857	17637	18721	23718	15402	21854	1109	1115	12377	18932
3827	15430	8322	10003	14725	11370	1469	0	9056	6090
2978	4029	0	24524	0	0	0	0	5909	16446
14004	14302	18711	11321	14856	0	2489	0	7855	8703
0	6515	21358	0	8504	28419	0	0	0	25943
0	17819	26821	0	17306	0	0	11785	0	0
5471	19061	0	12814	0	2164	0	0	0	10317
4826	10578	12738	22140	9182	28326	0	2657	5389	7245
1442	0	7518	6948	4323	20304	0	0	3575	24137
9810	5456	0	0	7163	27712	0	0	0	0
0	8948	18952	0	8551	25598	0	0	0	25539
0	0	772	0	0	28951	0	0	0	6620
0	0	764	0	0	0	0	0	0	6534
0	0	756	0	0	0	0	0	0	6454
0	0	748	0	0	0	0	0	0	6383
0	0	741	0	0	0	0	0	0	6288
0	0	730	0	0	0	0	0	0	6203
8807	117	1553	0	2193	23248	7081	6575	0	28365
0	0	0	0	0	30439	0	0	0	20952
0	0	0	0	0	21993	0	0	0	20951
0	0	14681	0	0	0	0	16814	0	0
0	0	17220	0	12067	3809	0	0	0	11513
12675	713	3338	11492	0	0	0	0	0	0
16439	1111	0	12053	3881	0	0	15103	12044	2489
14391	2936	6666	9199	4514	7054	0	0	8048	1841
0	0	15394	17241	9514	12968	0	0	0	0
4172	12401	25831	21909	11044	28791	0	3141	10509	19981
0	0	9650	0	0	0	0	1261	0	0
1012	14426	940	0	13612	20392	0	0	0	19387
0	0	22411	0	0	20735	0	0	0	15428
16154	13550	28286	10817	14465	7718	2045	14044	13031	2889
0	0	27003	0	0	0	0	2024	4020	0
4563	10264	4799	10056	11894	12174	3276	3586	2510	26121
0	14190	0	2844	13421	0	0	0	13994	0
12680	0	18643	10135	0	0	0	0	425	1434
0	0	22317	0	0	0	0	6024	0	0
0	18571	9744	0	0	0	0	0	0	0
11014	18660	2403	0	15919	9249	4312	6178	0	12405
0	0	0	0	12090	26863	0	0	0	8682
0	0	25260	0	0	14316	0	0	0	0
0	0	0	8520	0	0	0	0	0	274
0	0	0	8519	0	0	0	0	0	273
5693	0	5539	3716	0	0	0	0	13074	10228
10560	0	0	14783	0	15713	0	0	0	27284
6918	12264	0	0	0	15675	0	0	0	0
12858	3202	2617	8459	2855	17562	8470	8192	9393	5570
12495	17976	7854	7070	12971	19866	54	0	13649	5476
0	0	11894	0	0	0	0	3454	1317	0
5440	0	25859	9693	0	0	0	0	4974	11015
15014	4280	5948	11598	0	11047	0	0	9840	6260
0	10088	7240	21010	0	0	0	0	0	32036
0	10077	7405	21009	0	0	0	0	0	32035
11198	0	28407	4297	0	0	0	13333	7675	15422
12193	13446	514	826	14082	25205	1826	0	0	1496
4923	10271	15410	10168	11841	12902	4363	252	8459	29197
16338	4246	9658	12537	1520	21632	6426	16601	9739	3081
9851	3017	6854	1387	3496	18294	0	0	14715	27789
6933	10878	0	0	10012	1265	4181	0	0	0
15012	0	5942	11601	968	17680	0	0	8971	0
0	13153	0	0	0	29824	0	0	0	0
0	0	0	11096	0	2380	0	0	0	0
13597	0	0	13187	0	0	0	0	5979	3865
0	0	0	13186	0	0	0	0	0	3864
0	0	0	13185	0	0	0	0	0	3863
0	0	0	13184	0	0	0	0	0	3862
0	8267	20961	0	8843	3435	10524	8600	0	0
0	0	0	8938	2675	6023	0	0	0	9672
0	0	0	0	15361	16248	0	0	0	20137
9196	2280	1654	1440	3561	0	7591	6561	3093	27532
0	0	0	162	0	0	0	0	0	26218
0	15017	242	8360	0	2418	0	0	0	1600
0	0	0	0	0	16920	0	0	0	32142
0	0	0	0	0	10592	0	0	0	32141
0	0	22039	14285	0	0	0	0	0	16591
0	15806	0	0	12592	1291	0	0	0	0
0	2471	4801	0	0	0	0	5666	0	30938
0	0	2303	4379	0	327	0	0	0	29337
12392	15148	13883	6978	0	18442	0	16837	187	1597
8173	10885	8518	8276	10101	15181	2984	0	8174	17357
10025	16637	9482	3748	0	0	4632	0	0	28124
0	0	9483	3747	0	0	0	0	0	28123
0	0	0	3746	0	0	0	0	0	28121
0	2854	0	0	1580	0	0	4975	0	0
16741	14177	9902	1197	12711	29589	1767	15556	12618	962
16092	0	0	8577	0	0	0	0	6529	0
0	0	0	20053	12200	17428	0	0	4501	0
8885	18666	24669	16615	0	0	2317	1281	0	21393
0	12010	13133	18809	0	0	0	0	0	10188
1606	6622	16420	24348	6517	15672	0	12419	13213	24839
10258	2802	6552	3543	4249	22418	6171	5537	9870	20573
13556	8688	11617	15981	4995	19462	0	10092	10348	10902
15191	960	6516	12610	0	14669	0	0	0	9269
0	0	24567	0	12493	14530	0	0	0	0
0	0	0	16036	0	0	0	0	0	10941
0	17627	9508	0	16842	28457	0	13299	0	0
0	0	17296	0	0	0	0	359	0	0
0	0	0	0	0	0	0	0	11817	14792
0	0	0	9618	0	0	0	0	2204	0
0	14697	0	0	0	24681	0	0	0	0
0	18567	0	11384	15546	12962	2618	0	7495	13137
0	0	220	4293	0	0	0	0	0	15872
0	0	23474	0	0	0	0	0	0	9274
0	9797	0	0	9991	0	0	0	0	0
14169	142	3789	11414	2446	6964	0	0	7049	9990
4947	9922	4778	0	12022	24408	0	0	0	2586
0	0	4820	0	0	0	0	5645	0	0
0	18941	0	9909	0	1739	0	0	0	0
0	9611	23434	2273	8272	27769	0	0	0	29163
0	0	12540	0	0	0	0	0	0	31698
0	0	27773	23853	0	0	0	0	0	22097
0	0	13906	0	0	0	0	16859	0	0
0	0	15279	0	0	27535	0	2858	0	0
4485	10377	26267	5085	11622	21966	3692	0	13728	5325
0	10232	11458	9385	9059	6912	0	0	0	14773
0	0	0	15486	0	0	0	0	0	14880
0	0	17305	0	10711	10499	0	0	0	0
0	0	22671	0	0	8265	0	0	0	27723
9631	0	25018	16899	0	0	0	0	0	27977
12088	0	0	0	0	0	0	0	0	384
0	6972	10865	17688	0	0	0	0	0	25445
0	0	13948	0	0	0	0	0	4547	0
14925	3974	2712	11613	1506	10713	8807	11718	8010	8910
14005	4648	5012	11328	1111	17063	6690	6737	7853	8698
0	0	10476	0	0	0	0	2642	0	0
14014	4997	4084	11185	2159	17381	7665	6392	3720	3175
8129	5736	8601	21545	5901	0	10835	0	7045	0
16332	15684	23988	18982	12279	11700	2817	0	13602	10095
0	15864	812	0	0	3019	0	0	0	0
4603	0	0	0	0	0	0	0	0	3685
8374	0	0	0	15667	27441	0	0	0	0
3354	0	7900	14402	0	121	0	0	0	17036
8610	0	27833	20814	0	0	0	6798	5920	13414
0	1101	27841	0	103	0	6195	5096	0	17595
853	19005	23555	0	0	30236	0	0	0	0
0	9032	16325	0	6348	13336	0	8590	0	0
0	307	0	0	1961	0	0	0	0	0
6525	0	0	18051	0	0	0	0	429	6942
12545	14563	407	8025	12260	18405	962	0	12787	5801
16385	3774	1927	6441	4744	12204	7938	6813	12121	3736
14289	2374	2258	15808	220	17531	8100	0	7824	6003
4173	12406	25832	21908	0	28792	0	0	0	19991
0	13984	0	0	14961	0	0	0	0	0
0	0	17600	0	0	13310	4759	0	0	0
1184	0	9049	24888	0	0	0	14982	5331	18012
5983	0	13020	0	0	0	0	0	0	26448
6471	0	0	15631	0	0	0	0	7278	11120
12106	15152	15899	2416	14661	20998	891	17366	12845	7930
7672	4003	2059	10049	4625	22517	0	0	0	12862
0	17141	27592	0	0	3304	0	0	0	24280
0	0	17902	0	0	18156	1477	16308	0	0
0	0	0	0	0	28005	0	0	0	2612
0	0	6360	12363	0	0	0	0	0	0
4297	0	25057	24099	0	0	8938	0	5709	26193
0	0	25876	0	0	0	0	3211	0	0
13382	13904	356	2484	12358	11709	498	393	59	6730
10085	119	3610	14919	3101	1192	0	0	9521	29745
0	0	15641	0	0	0	0	3481	0	0
3734	11750	12445	0	10028	236	3710	4345	824	31849
0	0	27408	0	0	0	0	10647	0	0
0	1129	14705	0	0	0	0	2884	6267	17833
14286	16075	18011	2460	13701	0	1597	0	3629	9520
979	11507	6811	24672	10955	23805	4221	3889	13417	18320
9245	772	8148	2007	2162	14523	4077	0	3106	27565
9744	0	24703	0	0	27390	0	0	0	20541
5123	0	0	0	10376	0	0	0	796	12564
0	0	0	0	0	9198	0	0	0	20950
4092	0	0	10154	0	0	0	0	0	31891
0	0	18255	0	0	15198	0	17273	0	0
0	0	0	20407	0	0	0	0	0	7641
6800	0	0	7251	4318	11270	0	0	0	11286
7559	0	6186	19499	9036	0	0	0	0	0
0	0	16714	17684	0	0	0	0	0	0
